Time_ns,WT,D111A,T110A_D111A,T60A_S63A
8.700000,3.323000,3.401000,3.544000,3.274000
8.800000,3.255000,3.358000,3.573000,3.470000
8.900000,3.348000,3.372000,3.644000,3.555000
9.000000,3.407000,3.386000,3.612000,3.466000
9.100000,3.504000,3.391000,3.593000,3.462000
9.200000,3.472000,3.516000,3.729000,3.382000
9.300000,3.382000,3.423000,3.800000,3.327000
9.400000,3.377000,3.415000,3.752000,3.285000
9.500000,3.395000,3.453000,3.804000,3.393000
9.600000,3.437000,3.505000,3.684000,3.424000
9.700000,3.437000,3.432000,3.623000,3.391000
9.800000,3.417000,3.410000,3.533000,3.267000
9.900000,3.316000,3.369000,3.806000,3.342000
10.000000,3.331000,3.344000,3.586000,3.245000
10.100000,3.353000,3.361000,3.615000,3.281000
10.200000,3.331000,3.436000,3.748000,3.209000
10.300000,3.312000,3.387000,3.776000,3.374000
10.400000,3.255000,3.444000,3.765000,3.347000
10.500000,3.350000,3.408000,3.672000,3.408000
10.600000,3.393000,3.471000,3.623000,3.368000
10.700000,3.462000,3.395000,3.649000,3.441000
10.800000,3.515000,3.435000,3.697000,3.431000
10.900000,3.679000,3.423000,3.609000,3.414000
11.000000,3.425000,3.386000,3.812000,3.429000
11.100000,3.482000,3.357000,3.619000,3.413000
11.200000,3.512000,3.363000,3.603000,3.382000
11.300000,3.469000,3.456000,3.634000,3.407000
11.400000,3.529000,3.459000,3.684000,3.311000
11.500000,3.522000,3.404000,3.500000,3.371000
11.600000,3.466000,3.499000,3.497000,3.435000
11.700000,3.509000,3.428000,3.474000,3.397000
11.800000,3.466000,3.476000,3.423000,3.493000
11.900000,3.364000,3.488000,3.461000,3.347000
12.000000,3.469000,3.428000,3.478000,3.399000
12.100000,3.419000,3.421000,3.440000,3.436000
12.200000,3.406000,3.380000,3.503000,3.423000
12.300000,3.426000,3.465000,3.386000,3.535000
12.400000,3.432000,3.496000,3.409000,3.467000
12.500000,3.521000,3.437000,3.427000,3.521000
12.600000,3.467000,3.364000,3.489000,3.452000
12.700000,3.383000,3.412000,3.454000,3.474000
12.800000,3.388000,3.425000,3.424000,3.493000
12.900000,3.298000,3.430000,3.515000,3.392000
13.000000,3.393000,3.407000,3.419000,3.403000
13.100000,3.451000,3.339000,3.401000,3.440000
13.200000,3.510000,3.350000,3.439000,3.427000
13.300000,3.464000,3.477000,3.485000,3.462000
13.400000,3.418000,3.462000,3.219000,3.386000
13.500000,3.369000,3.432000,3.403000,3.385000
13.600000,3.444000,3.413000,3.385000,3.448000
13.700000,3.428000,3.529000,3.343000,3.396000
13.800000,3.365000,3.532000,3.337000,3.400000
13.900000,3.292000,3.488000,3.325000,3.401000
14.000000,3.374000,3.500000,3.354000,3.400000
14.100000,3.377000,3.500000,3.347000,3.414000
14.200000,3.393000,3.433000,3.423000,3.388000
14.300000,3.329000,3.442000,3.351000,3.398000
14.400000,3.415000,3.489000,3.397000,3.390000
14.500000,3.408000,3.445000,3.389000,3.364000
14.600000,3.341000,3.386000,3.359000,3.397000
14.700000,3.408000,3.336000,3.274000,3.350000
14.800000,3.470000,3.318000,3.290000,3.387000
14.900000,3.456000,3.239000,3.439000,3.390000
15.000000,3.485000,3.256000,3.317000,3.427000
15.100000,3.507000,3.308000,3.355000,3.450000
15.200000,3.400000,3.258000,3.372000,3.404000
15.300000,3.460000,3.277000,3.241000,3.405000
15.400000,3.358000,3.373000,3.285000,3.382000
15.500000,3.519000,3.520000,3.315000,3.462000
15.600000,3.462000,3.319000,3.403000,3.400000
15.700000,3.454000,3.272000,3.295000,3.466000
15.800000,3.446000,3.384000,3.296000,3.455000
15.900000,3.520000,3.492000,3.431000,3.463000
16.000000,3.468000,3.360000,3.445000,3.483000
16.100000,3.518000,3.368000,3.329000,3.430000
16.200000,3.474000,3.425000,3.390000,3.386000
16.300000,3.471000,3.388000,3.368000,3.415000
16.400000,3.524000,3.434000,3.340000,3.431000
16.500000,3.526000,3.424000,3.284000,3.444000
16.600000,3.530000,3.428000,3.324000,3.451000
16.700000,3.489000,3.509000,3.389000,3.450000
16.800000,3.491000,3.482000,3.438000,3.423000
16.900000,3.417000,3.539000,3.545000,3.516000
17.000000,3.411000,3.553000,3.436000,3.439000
17.100000,3.490000,3.438000,3.414000,3.453000
17.200000,3.364000,3.516000,3.472000,3.340000
17.300000,3.360000,3.418000,3.438000,3.278000
17.400000,3.434000,3.463000,3.498000,3.381000
17.500000,3.411000,3.469000,3.456000,3.461000
17.600000,3.481000,3.461000,3.482000,3.466000
17.700000,3.496000,3.469000,3.484000,3.489000
17.800000,3.507000,3.511000,3.401000,3.479000
17.900000,3.485000,3.451000,3.397000,3.445000
18.000000,3.411000,3.427000,3.597000,3.350000
18.100000,3.446000,3.462000,3.644000,3.444000
18.200000,3.435000,3.458000,3.634000,3.426000
18.300000,3.405000,3.416000,3.421000,3.439000
18.400000,3.406000,3.480000,3.389000,3.426000
18.500000,3.429000,3.459000,3.395000,3.375000
18.600000,3.418000,3.389000,3.474000,3.297000
18.700000,3.327000,3.367000,3.467000,3.445000
18.800000,3.457000,3.349000,3.479000,3.463000
18.900000,3.355000,3.405000,3.606000,3.575000
19.000000,3.278000,3.448000,3.557000,3.563000
19.100000,3.161000,3.412000,3.572000,3.565000
19.200000,3.261000,3.469000,3.622000,3.406000
19.300000,3.284000,3.500000,3.617000,3.353000
19.400000,3.232000,3.406000,3.569000,3.504000
19.500000,3.264000,3.420000,3.585000,3.490000
19.600000,3.222000,3.379000,3.597000,3.507000
19.700000,3.275000,3.453000,3.585000,3.489000
19.800000,3.208000,3.405000,3.526000,3.501000
19.900000,3.378000,3.367000,3.563000,3.352000
20.000000,3.334000,3.407000,3.528000,3.449000
20.100000,3.265000,3.409000,3.567000,3.380000
20.200000,3.300000,3.460000,3.616000,3.430000
20.300000,3.314000,3.392000,3.677000,3.429000
20.400000,3.390000,3.486000,3.694000,3.417000
20.500000,3.319000,3.395000,3.744000,3.385000
20.600000,3.376000,3.381000,3.722000,3.447000
20.700000,3.362000,3.324000,3.654000,3.318000
20.800000,3.362000,3.410000,3.738000,3.409000
20.900000,3.410000,3.355000,3.691000,3.435000
21.000000,3.345000,3.326000,3.500000,3.315000
21.100000,3.332000,3.446000,3.598000,3.378000
21.200000,3.289000,3.427000,3.566000,3.418000
21.300000,3.367000,3.352000,3.601000,3.401000
21.400000,3.297000,3.351000,3.450000,3.410000
21.500000,3.366000,3.375000,3.421000,3.521000
21.600000,3.320000,3.446000,3.481000,3.449000
21.700000,3.372000,3.410000,3.541000,3.507000
21.800000,3.361000,3.396000,3.637000,3.448000
21.900000,3.326000,3.380000,3.479000,3.509000
22.000000,3.244000,3.361000,3.620000,3.514000
22.100000,3.288000,3.420000,3.603000,3.611000
22.200000,3.341000,3.417000,3.625000,3.507000
22.300000,3.353000,3.499000,3.539000,3.481000
22.400000,3.432000,3.461000,3.531000,3.499000
22.500000,3.417000,3.445000,3.591000,3.462000
22.600000,3.319000,3.412000,3.628000,3.349000
22.700000,3.326000,3.426000,3.622000,3.305000
22.800000,3.370000,3.362000,3.618000,3.324000
22.900000,3.368000,3.369000,3.557000,3.392000
23.000000,3.314000,3.364000,3.418000,3.421000
23.100000,3.365000,3.452000,3.430000,3.377000
23.200000,3.314000,3.516000,3.554000,3.328000
23.300000,3.267000,3.514000,3.500000,3.365000
23.400000,3.311000,3.488000,3.545000,3.445000
23.500000,3.285000,3.398000,3.532000,3.311000
23.600000,3.397000,3.420000,3.562000,3.377000
23.700000,3.340000,3.499000,3.473000,3.414000
23.800000,3.354000,3.499000,3.448000,3.326000
23.900000,3.354000,3.482000,3.497000,3.267000
24.000000,3.426000,3.492000,3.519000,3.384000
24.100000,3.337000,3.488000,3.478000,3.366000
24.200000,3.327000,3.530000,3.530000,3.268000
24.300000,3.347000,3.400000,3.478000,3.294000
24.400000,3.370000,3.364000,3.416000,3.252000
24.500000,3.383000,3.478000,3.500000,3.261000
24.600000,3.230000,3.344000,3.496000,3.225000
24.700000,3.191000,3.382000,3.483000,3.298000
24.800000,3.159000,3.381000,3.430000,3.299000
24.900000,3.233000,3.406000,3.281000,3.168000
25.000000,3.237000,3.398000,3.417000,3.298000
25.100000,3.355000,3.483000,3.196000,3.181000
25.200000,3.233000,3.486000,3.529000,3.315000
25.300000,3.297000,3.392000,3.517000,3.372000
25.400000,3.164000,3.457000,3.409000,3.290000
25.500000,3.167000,3.392000,3.294000,3.304000
25.600000,3.126000,3.467000,3.289000,3.326000
25.700000,3.164000,3.384000,3.342000,3.323000
25.800000,3.160000,3.561000,3.460000,3.397000
25.900000,3.256000,3.457000,3.565000,3.310000
26.000000,3.232000,3.443000,3.344000,3.307000
26.100000,3.184000,3.528000,3.544000,3.274000
26.200000,3.262000,3.455000,3.468000,3.220000
26.300000,3.300000,3.476000,3.382000,3.264000
26.400000,3.147000,3.480000,3.429000,3.328000
26.500000,3.158000,3.426000,3.354000,3.350000
26.600000,3.151000,3.466000,3.429000,3.227000
26.700000,3.171000,3.525000,3.413000,3.300000
26.800000,3.101000,3.470000,3.391000,3.337000
26.900000,3.155000,3.432000,3.270000,3.408000
27.000000,3.172000,3.401000,3.477000,3.324000
27.100000,3.223000,3.455000,3.209000,3.328000
27.200000,3.133000,3.469000,3.387000,3.354000
27.300000,3.130000,3.429000,3.197000,3.387000
27.400000,3.158000,3.439000,3.268000,3.434000
27.500000,3.075000,3.444000,3.447000,3.397000
27.600000,3.173000,3.522000,3.201000,3.467000
27.700000,3.129000,3.521000,3.388000,3.443000
27.800000,3.205000,3.514000,3.394000,3.466000
27.900000,3.204000,3.539000,2.935000,3.490000
28.000000,3.171000,3.442000,3.446000,3.369000
28.100000,3.167000,3.495000,3.364000,3.390000
28.200000,3.223000,3.518000,2.822000,3.219000
28.300000,3.245000,3.497000,3.334000,3.323000
28.400000,3.133000,3.558000,3.311000,3.412000
28.500000,3.148000,3.497000,3.353000,3.501000
28.600000,3.185000,3.460000,3.351000,3.485000
28.700000,3.191000,3.500000,3.401000,3.353000
28.800000,3.283000,3.477000,3.407000,3.299000
28.900000,3.282000,3.478000,3.545000,3.351000
29.000000,3.337000,3.478000,3.488000,3.294000
29.100000,3.236000,3.420000,3.457000,3.220000
29.200000,3.260000,3.445000,3.382000,3.262000
29.300000,3.294000,3.383000,3.431000,3.355000
29.400000,3.221000,3.467000,3.375000,3.313000
29.500000,3.264000,3.458000,3.289000,3.351000
29.600000,3.300000,3.389000,3.325000,3.414000
29.700000,3.285000,3.479000,3.371000,3.463000
29.800000,3.313000,3.382000,3.399000,3.397000
29.900000,3.347000,3.429000,3.448000,3.321000
30.000000,3.269000,3.495000,3.378000,3.382000
30.100000,3.325000,3.443000,3.405000,3.460000
30.200000,3.329000,3.397000,3.403000,3.437000
30.300000,3.417000,3.480000,3.422000,3.347000
30.400000,3.421000,3.429000,3.446000,3.288000
30.500000,3.391000,3.441000,3.430000,3.407000
30.600000,3.387000,3.387000,3.508000,3.406000
30.700000,3.460000,3.427000,3.424000,3.386000
30.800000,3.326000,3.394000,3.455000,3.430000
30.900000,3.380000,3.344000,3.491000,3.397000
31.000000,3.455000,3.446000,3.402000,3.408000
31.100000,3.461000,3.447000,3.401000,3.438000
31.200000,3.371000,3.428000,3.467000,3.444000
31.300000,3.410000,3.375000,3.459000,3.501000
31.400000,3.367000,3.431000,3.397000,3.493000
31.500000,3.454000,3.382000,3.406000,3.441000
31.600000,3.410000,3.488000,3.454000,3.437000
31.700000,3.378000,3.427000,3.429000,3.449000
31.800000,3.283000,3.340000,3.479000,3.279000
31.900000,3.248000,3.421000,3.350000,3.401000
32.000000,3.282000,3.349000,3.327000,3.384000
32.100000,3.349000,3.243000,3.316000,3.487000
32.200000,3.499000,3.276000,3.356000,3.463000
32.300000,3.516000,3.288000,3.425000,3.345000
32.400000,3.530000,3.334000,3.347000,3.439000
32.500000,3.607000,3.397000,3.341000,3.523000
32.600000,3.619000,3.448000,3.357000,3.435000
32.700000,3.601000,3.388000,3.359000,3.430000
32.800000,3.602000,3.446000,3.382000,3.414000
32.900000,3.585000,3.364000,3.386000,3.395000
33.000000,3.608000,3.413000,3.420000,3.409000
33.100000,3.574000,3.418000,3.431000,3.498000
33.200000,3.684000,3.446000,3.371000,3.421000
33.300000,3.679000,3.452000,3.400000,3.366000
33.400000,3.593000,3.378000,3.446000,3.431000
33.500000,3.493000,3.438000,3.471000,3.496000
33.600000,3.639000,3.476000,3.502000,3.395000
33.700000,3.624000,3.472000,3.448000,3.451000
33.800000,3.608000,3.482000,3.523000,3.481000
33.900000,3.600000,3.432000,3.541000,3.379000
34.000000,3.617000,3.509000,3.523000,3.309000
34.100000,3.593000,3.409000,3.534000,3.378000
34.200000,3.611000,3.408000,3.564000,3.407000
34.300000,3.526000,3.352000,3.501000,3.404000
34.400000,3.576000,3.462000,3.490000,3.355000
34.500000,3.390000,3.368000,3.447000,3.379000
34.600000,3.428000,3.330000,3.440000,3.440000
34.700000,3.353000,3.394000,3.472000,3.383000
34.800000,3.390000,3.443000,3.364000,3.382000
34.900000,3.398000,3.406000,3.399000,3.251000
35.000000,3.403000,3.386000,3.453000,3.269000
35.100000,3.293000,3.417000,3.457000,3.350000
35.200000,3.352000,3.421000,3.433000,3.346000
35.300000,3.182000,3.380000,3.343000,3.304000
35.400000,3.262000,3.339000,3.421000,3.342000
35.500000,3.161000,3.379000,3.382000,3.295000
35.600000,3.232000,3.330000,3.361000,3.339000
35.700000,3.304000,3.354000,3.410000,3.357000
35.800000,3.362000,3.332000,3.444000,3.404000
35.900000,3.222000,3.458000,3.508000,3.450000
36.000000,3.329000,3.298000,3.505000,3.471000
36.100000,3.263000,3.385000,3.433000,3.326000
36.200000,3.299000,3.367000,3.537000,3.371000
36.300000,3.129000,3.394000,3.585000,3.324000
36.400000,3.303000,3.323000,3.582000,3.399000
36.500000,3.346000,3.329000,3.537000,3.372000
36.600000,3.258000,3.331000,3.495000,3.388000
36.700000,3.339000,3.385000,3.480000,3.452000
36.800000,3.374000,3.365000,3.453000,3.407000
36.900000,3.365000,3.317000,3.285000,3.403000
37.000000,3.262000,3.373000,3.302000,3.294000
37.100000,3.165000,3.328000,3.332000,3.291000
37.200000,3.143000,3.344000,3.235000,3.332000
37.300000,3.050000,3.298000,3.269000,3.373000
37.400000,3.129000,3.372000,3.334000,3.408000
37.500000,3.065000,3.349000,3.312000,3.316000
37.600000,3.161000,3.308000,3.284000,3.329000
37.700000,2.859000,3.306000,3.312000,3.356000
37.800000,3.187000,3.344000,3.384000,3.444000
37.900000,3.157000,3.386000,3.035000,3.358000
38.000000,3.306000,3.331000,3.205000,3.395000
38.100000,3.283000,3.364000,3.075000,3.347000
38.200000,3.327000,3.304000,3.124000,3.368000
38.300000,3.207000,3.295000,3.159000,3.391000
38.400000,3.206000,3.383000,3.232000,3.341000
38.500000,3.172000,3.344000,3.249000,3.308000
38.600000,3.056000,3.450000,3.198000,3.314000
38.700000,3.152000,3.365000,3.350000,3.365000
38.800000,3.411000,3.356000,3.271000,3.322000
38.900000,3.375000,3.450000,3.347000,3.400000
39.000000,3.218000,3.418000,3.237000,3.339000
39.100000,3.008000,3.391000,3.333000,3.332000
39.200000,3.177000,3.439000,3.332000,3.333000
39.300000,3.178000,3.363000,3.290000,3.385000
39.400000,3.128000,3.410000,3.271000,3.246000
39.500000,3.047000,3.330000,3.060000,3.341000
39.600000,3.208000,3.374000,2.984000,3.327000
39.700000,3.136000,3.363000,3.044000,3.274000
39.800000,3.208000,3.438000,3.246000,3.329000
39.900000,3.110000,3.348000,3.190000,3.392000
40.000000,3.083000,3.273000,3.194000,3.362000
40.100000,3.143000,3.411000,3.110000,3.353000
40.200000,3.138000,3.353000,3.219000,3.272000
40.300000,3.117000,3.374000,3.156000,3.349000
40.400000,3.162000,3.402000,2.951000,3.400000
40.500000,3.197000,3.321000,3.094000,3.356000
40.600000,3.175000,3.357000,3.132000,3.401000
40.700000,3.261000,3.359000,2.955000,3.365000
40.800000,3.225000,3.380000,3.008000,3.403000
40.900000,3.161000,3.343000,3.101000,3.366000
41.000000,3.027000,3.330000,3.175000,3.306000
41.100000,3.113000,3.389000,3.274000,3.352000
41.200000,3.099000,3.268000,3.050000,3.442000
41.300000,3.088000,3.258000,3.316000,3.313000
41.400000,3.131000,3.348000,2.995000,3.378000
41.500000,3.207000,3.381000,2.886000,3.284000
41.600000,3.282000,3.272000,3.291000,3.344000
41.700000,3.104000,3.297000,3.236000,3.356000
41.800000,3.017000,3.315000,3.231000,3.294000
41.900000,3.061000,3.336000,3.250000,3.342000
42.000000,3.126000,3.334000,3.179000,3.384000
42.100000,3.051000,3.366000,3.173000,3.381000
42.200000,3.070000,3.371000,3.246000,3.373000
42.300000,2.565000,3.412000,3.228000,3.472000
42.400000,3.101000,3.404000,3.208000,3.366000
42.500000,3.129000,3.337000,3.180000,3.388000
42.600000,3.116000,3.333000,3.216000,3.396000
42.700000,3.098000,3.364000,3.307000,3.372000
42.800000,3.135000,3.292000,3.256000,3.392000
42.900000,3.126000,3.343000,3.299000,3.503000
43.000000,3.116000,3.341000,3.372000,3.430000
43.100000,3.213000,3.317000,3.299000,3.340000
43.200000,3.218000,3.334000,3.296000,3.458000
43.300000,3.102000,3.331000,3.226000,3.369000
43.400000,3.002000,3.402000,3.255000,3.325000
43.500000,3.051000,3.352000,3.229000,3.320000
43.600000,3.015000,3.341000,3.231000,3.335000
43.700000,3.013000,3.343000,3.211000,3.420000
43.800000,3.005000,3.369000,3.262000,3.334000
43.900000,3.084000,3.334000,3.204000,3.360000
44.000000,3.172000,3.352000,3.221000,3.368000
44.100000,3.194000,3.352000,3.251000,3.391000
44.200000,3.006000,3.353000,3.227000,3.417000
44.300000,3.077000,3.342000,3.197000,3.426000
44.400000,3.181000,3.336000,3.236000,3.402000
44.500000,3.259000,3.337000,3.210000,3.407000
44.600000,3.247000,3.384000,3.173000,3.463000
44.700000,3.351000,3.358000,3.183000,3.331000
44.800000,3.227000,3.367000,3.142000,3.340000
44.900000,3.205000,3.407000,3.156000,3.352000
45.000000,3.184000,3.443000,3.162000,3.396000
45.100000,3.239000,3.433000,3.192000,3.412000
45.200000,3.250000,3.343000,3.158000,3.390000
45.300000,3.279000,3.325000,3.173000,3.408000
45.400000,3.197000,3.369000,3.183000,3.482000
45.500000,3.290000,3.398000,3.186000,3.406000
45.600000,3.255000,3.414000,3.210000,3.427000
45.700000,3.249000,3.353000,3.214000,3.340000
45.800000,3.117000,3.291000,3.154000,3.421000
45.900000,3.236000,3.334000,3.139000,3.388000
46.000000,3.125000,3.383000,3.209000,3.408000
46.100000,3.153000,3.343000,3.154000,3.314000
46.200000,3.258000,3.351000,3.226000,3.464000
46.300000,3.223000,3.391000,3.148000,3.425000
46.400000,3.221000,3.357000,3.150000,3.497000
46.500000,3.312000,3.337000,3.146000,3.570000
46.600000,3.246000,3.352000,3.162000,3.406000
46.700000,3.209000,3.307000,3.182000,3.372000
46.800000,3.255000,3.334000,3.195000,3.447000
46.900000,3.123000,3.386000,3.185000,3.369000
47.000000,3.116000,3.168000,3.146000,3.433000
47.100000,3.141000,3.115000,3.160000,3.437000
47.200000,3.114000,3.196000,3.189000,3.479000
47.300000,3.126000,3.291000,3.183000,3.411000
47.400000,3.275000,3.309000,3.170000,3.327000
47.500000,3.272000,3.271000,3.154000,3.445000
47.600000,3.321000,3.294000,3.171000,3.276000
47.700000,3.145000,3.240000,3.216000,3.397000
47.800000,3.272000,3.289000,3.148000,3.406000
47.900000,3.186000,3.326000,3.185000,3.411000
48.000000,3.219000,3.233000,3.208000,3.449000
48.100000,3.208000,3.161000,3.223000,3.320000
48.200000,3.150000,3.175000,3.183000,3.361000
48.300000,3.126000,3.237000,3.162000,3.348000
48.400000,3.055000,3.214000,3.219000,3.465000
48.500000,3.157000,3.206000,3.152000,3.443000
48.600000,3.058000,3.255000,3.268000,3.418000
48.700000,3.047000,3.291000,3.193000,3.333000
48.800000,2.988000,3.298000,3.262000,3.415000
48.900000,3.132000,3.181000,3.207000,3.321000
49.000000,3.143000,3.248000,3.239000,3.375000
49.100000,3.150000,3.215000,3.192000,3.439000
49.200000,3.261000,3.284000,3.209000,3.311000
49.300000,3.134000,3.286000,3.201000,3.348000
49.400000,3.187000,3.220000,2.491000,3.280000
49.500000,3.137000,3.202000,3.261000,3.320000
49.600000,3.209000,3.248000,3.230000,3.445000
49.700000,3.138000,3.260000,3.251000,3.459000
49.800000,3.223000,3.261000,3.285000,3.395000
49.900000,3.241000,3.248000,3.326000,3.405000
50.000000,3.317000,3.306000,3.268000,3.427000
50.100000,3.204000,3.290000,3.234000,3.439000
50.200000,3.115000,3.289000,3.185000,3.517000
50.300000,3.105000,3.205000,3.242000,3.474000
50.400000,3.166000,3.248000,3.231000,3.414000
50.500000,3.168000,3.248000,3.264000,3.546000
50.600000,3.181000,3.316000,3.324000,3.519000
50.700000,3.207000,3.386000,3.264000,3.362000
50.800000,3.194000,3.298000,3.249000,3.374000
50.900000,3.233000,3.290000,3.200000,3.434000
51.000000,3.364000,3.357000,3.231000,3.385000
51.100000,3.337000,3.339000,3.219000,3.399000
51.200000,3.402000,3.346000,3.225000,3.416000
51.300000,3.388000,3.348000,3.259000,3.366000
51.400000,3.367000,3.350000,3.173000,3.260000
51.500000,3.242000,3.251000,3.247000,3.276000
51.600000,3.275000,3.295000,2.606000,3.131000
51.700000,3.352000,3.340000,2.494000,3.236000
51.800000,3.413000,3.299000,2.408000,3.298000
51.900000,3.313000,3.319000,2.480000,3.305000
52.000000,3.386000,3.292000,3.278000,3.394000
52.100000,3.407000,3.325000,2.717000,3.390000
52.200000,3.441000,3.375000,2.726000,3.394000
52.300000,3.405000,3.342000,2.572000,3.264000
52.400000,3.375000,3.249000,2.531000,3.392000
52.500000,3.440000,3.194000,2.355000,3.472000
52.600000,3.220000,3.204000,2.399000,3.390000
52.700000,3.173000,3.201000,2.321000,3.395000
52.800000,3.191000,3.119000,3.302000,3.472000
52.900000,3.198000,3.308000,2.249000,3.388000
53.000000,3.320000,3.262000,3.238000,3.450000
53.100000,3.352000,3.303000,3.213000,3.457000
53.200000,3.294000,3.289000,3.260000,3.344000
53.300000,3.183000,3.326000,3.250000,3.469000
53.400000,3.248000,3.318000,3.201000,3.436000
53.500000,3.147000,3.309000,2.483000,3.329000
53.600000,3.157000,3.351000,2.620000,3.305000
53.700000,3.188000,3.329000,2.686000,3.358000
53.800000,3.247000,3.272000,2.775000,3.352000
53.900000,3.353000,3.318000,2.976000,3.404000
54.000000,3.354000,3.190000,2.878000,3.489000
54.100000,3.256000,3.350000,2.895000,3.393000
54.200000,3.235000,3.297000,2.832000,3.402000
54.300000,3.193000,3.257000,2.869000,3.369000
54.400000,3.240000,3.344000,2.726000,3.324000
54.500000,3.187000,3.355000,2.740000,3.374000
54.600000,3.205000,3.267000,2.872000,3.400000
54.700000,3.157000,3.311000,2.817000,3.442000
54.800000,3.196000,3.326000,2.778000,3.404000
54.900000,3.392000,3.274000,2.925000,3.421000
55.000000,3.303000,3.318000,2.915000,3.426000
55.100000,3.333000,3.310000,3.021000,3.355000
55.200000,3.216000,3.264000,3.112000,3.391000
55.300000,3.376000,3.280000,3.071000,3.335000
55.400000,3.305000,3.314000,3.069000,3.420000
55.500000,3.400000,3.279000,3.053000,3.434000
55.600000,3.471000,3.300000,3.045000,3.430000
