Time_ns,WT,D111A,T110A_D111A,T60A_S63A
7.600000,2.248055,2.223176,2.330579,2.245850
7.700000,2.271424,2.214559,2.346586,2.283581
7.800000,3.240069,2.226502,2.337807,2.299396
7.900000,2.251742,2.252679,2.325467,2.247883
8.000000,2.276431,2.222168,2.302548,2.194172
8.100000,2.263381,2.250447,2.366656,2.227083
8.200000,2.278846,2.227834,2.342827,2.217826
8.300000,2.233283,2.219746,2.353782,2.217007
8.400000,2.256888,2.204817,2.309102,2.240110
8.500000,2.223055,2.217472,2.324047,2.222095
8.600000,2.247229,2.220556,2.333951,2.172513
8.700000,2.189714,2.229013,2.275192,2.177854
8.800000,2.167296,2.210752,2.283433,2.254555
8.900000,2.206710,2.212950,2.316216,2.290510
9.000000,2.222098,2.216923,2.305312,2.253591
9.100000,2.267115,2.225138,2.295954,2.254527
9.200000,2.247535,2.270716,2.350616,2.222608
9.300000,2.212789,2.237611,2.378806,2.200268
9.400000,2.210309,2.235135,2.358454,2.179454
9.500000,2.223014,2.246445,2.377167,2.220257
9.600000,2.235524,2.266588,2.328214,2.237720
9.700000,2.233446,2.238646,2.307309,2.225785
9.800000,2.226971,2.234815,3.467297,2.182415
9.900000,2.191626,2.218038,2.380165,2.208467
10.000000,2.194749,2.209836,3.438841,2.164735
10.100000,2.206524,2.217512,2.302000,2.176257
10.200000,2.194977,2.240407,2.358246,2.153116
10.300000,2.190844,2.225284,3.383134,2.213424
10.400000,2.167624,2.243161,3.370463,2.209413
10.500000,2.203768,2.228396,2.328665,2.228246
10.600000,2.217954,2.254643,3.433069,2.210799
10.700000,2.245983,2.225415,2.320304,2.244449
10.800000,3.258336,2.238701,2.334580,2.244431
10.900000,3.179093,2.233176,2.299865,2.236558
11.000000,2.232784,2.219577,2.383662,2.239129
11.100000,2.251229,2.208891,2.306522,2.232888
11.200000,2.263039,2.215954,2.296646,2.223741
11.300000,2.247295,2.250463,2.316301,2.232143
11.400000,2.270999,2.252752,2.332191,2.194311
11.500000,2.269444,2.228724,3.498290,2.220427
11.600000,2.238073,2.269130,2.253514,2.241759
11.700000,2.263201,2.241535,2.250136,2.227670
11.800000,2.240182,2.258468,2.226816,2.265992
11.900000,2.209298,2.263728,2.248055,2.207673
12.000000,2.242234,2.240571,2.249230,2.226583
12.100000,2.228764,2.235963,2.236318,2.243538
12.200000,2.224044,2.217748,2.264572,2.241761
12.300000,2.233141,2.248972,2.214583,2.278879
12.400000,2.232826,2.264413,2.224954,2.258769
12.500000,2.268401,2.243877,2.234657,2.275301
12.600000,2.249347,2.216201,2.259596,2.243442
12.700000,2.208722,2.230310,3.476633,2.260599
12.800000,2.219324,2.233847,2.230663,2.267391
12.900000,2.184451,2.241750,3.344756,2.235371
13.000000,2.223412,2.234344,2.226402,2.233566
13.100000,2.247248,2.203935,3.379781,2.245460
13.200000,2.267101,2.212739,2.236407,2.245991
13.300000,2.247747,2.257683,2.252917,2.262183
13.400000,2.235273,2.249387,3.585511,2.227833
13.500000,2.208595,2.242463,2.217015,2.226935
13.600000,2.242620,2.232790,2.212479,2.255652
13.700000,2.232562,2.275231,2.201179,2.237362
13.800000,2.203233,2.272482,2.193988,2.229742
13.900000,2.174430,2.259800,2.192324,2.232650
14.000000,2.209584,2.260604,2.201839,2.230592
14.100000,2.214587,2.261357,2.197119,2.237359
14.200000,2.220234,2.234517,2.227114,2.226133
14.300000,2.191393,2.242824,2.198356,2.226763
14.400000,2.227551,2.260392,3.358825,2.221920
14.500000,2.223689,2.245839,3.464878,2.215754
14.600000,2.200717,2.224496,3.467616,2.231704
14.700000,2.229965,2.199082,2.175794,2.217441
14.800000,2.240705,2.200619,2.180929,2.227076
14.900000,2.244127,2.168972,2.238439,2.226737
15.000000,2.258429,2.175329,2.187004,2.244659
15.100000,2.263603,2.194833,2.195608,2.251384
15.200000,2.216705,2.172805,2.211067,2.233068
15.300000,2.241739,2.182293,2.154823,2.233835
15.400000,2.204088,2.211511,2.173466,2.223422
15.500000,2.268344,3.247706,2.192835,2.248642
15.600000,2.248949,2.191029,2.223224,2.224446
15.700000,2.241064,2.174443,2.177655,2.255509
15.800000,2.237299,2.217067,2.177632,2.247328
15.900000,2.265523,2.258100,2.236074,2.252332
16.000000,2.244246,2.208190,2.241175,2.261160
16.100000,2.261105,2.213822,2.197225,2.235501
16.200000,2.247260,2.234087,2.218672,2.223726
16.300000,2.251774,2.224820,2.212820,2.231947
16.400000,2.266250,2.234484,2.203715,2.238216
16.500000,2.265484,2.234853,2.179162,2.240863
16.600000,2.262438,2.233178,2.196618,2.244837
16.700000,2.252807,2.266088,2.215013,2.242041
16.800000,2.252342,2.256574,2.234980,2.228824
16.900000,2.230824,2.281321,2.278537,2.268248
17.000000,2.222422,2.275787,2.232879,2.234010
17.100000,2.257086,2.239218,2.231863,2.246004
17.200000,2.209635,2.267602,2.257089,2.204965
17.300000,2.200855,2.229352,2.241937,2.185859
17.400000,2.238518,2.247318,2.261928,2.222337
17.500000,2.228228,2.247633,2.237971,2.252389
17.600000,2.256966,2.249589,2.258229,2.247513
17.700000,2.259647,2.250262,2.253487,2.258549
17.800000,2.268092,2.265576,2.216165,2.250225
17.900000,2.254405,2.243294,2.215349,2.238598
18.000000,2.226397,2.232497,2.293460,2.206165
18.100000,2.246904,2.244587,2.314115,2.240112
18.200000,2.239864,2.242491,2.303053,2.236962
18.300000,2.229178,2.230191,3.378726,2.240938
18.400000,2.227896,2.256904,3.398352,2.238754
18.500000,2.241288,2.248580,2.210874,2.223557
18.600000,2.234235,2.220087,2.245951,2.187779
18.700000,2.195922,2.213085,2.244198,2.243266
18.800000,2.249570,2.197960,2.249398,2.253409
18.900000,2.209345,2.226299,2.295553,2.293675
19.000000,2.175728,2.242404,2.276993,2.287776
19.100000,2.129072,2.226936,2.282189,2.289850
19.200000,2.172416,2.251931,2.299000,2.233202
19.300000,2.175056,2.261817,2.296843,2.212777
19.400000,2.161334,2.225767,2.279567,2.268708
19.500000,2.175799,2.231118,2.285407,2.262612
19.600000,2.161083,2.214696,2.298169,2.274816
19.700000,2.173187,2.247226,2.295867,2.265217
19.800000,2.142389,2.231801,2.271381,2.268253
19.900000,2.214578,2.212751,2.284246,2.204669
20.000000,2.197200,2.231004,2.267479,2.255908
20.100000,2.169688,2.230185,2.282806,2.223912
20.200000,2.183652,2.244666,2.302621,2.243270
20.300000,2.189551,2.216965,2.322574,2.248586
20.400000,2.222194,2.259167,3.334248,2.240797
20.500000,2.188919,2.222756,2.354653,2.225935
20.600000,2.214041,2.223975,2.350175,2.246938
20.700000,2.210293,2.200715,2.316904,2.196579
20.800000,2.204978,2.232245,2.349556,2.230523
20.900000,2.225298,2.211197,2.328577,2.239686
21.000000,2.202141,2.203961,3.482596,2.190384
21.100000,2.199461,2.249508,2.297547,2.220687
21.200000,2.182484,2.244217,2.284428,2.236888
21.300000,2.209111,2.211489,2.296115,2.226603
21.400000,2.183463,2.220325,2.238053,2.230299
21.500000,2.201727,2.220484,2.229897,2.282554
21.600000,2.192020,2.249137,2.251763,2.246336
21.700000,2.210586,2.228247,2.275827,2.275330
21.800000,2.210896,2.226170,2.310556,2.248848
21.900000,2.189054,2.218010,2.248759,2.269747
22.000000,2.158161,2.210356,2.308623,2.274559
22.100000,2.175928,2.233678,2.302460,2.312386
22.200000,2.204189,2.229618,2.311690,2.268827
22.300000,2.204853,2.266960,2.272687,2.267383
22.400000,2.234668,2.249624,2.271979,2.266996
22.500000,2.225936,2.236379,2.292447,2.252022
22.600000,2.189561,2.229862,2.303271,2.207770
22.700000,2.192005,2.236687,2.305590,2.193283
22.800000,2.215904,2.212308,2.304045,2.199512
22.900000,2.209449,2.209959,2.276544,2.223367
23.000000,2.192220,2.206683,2.226551,2.237845
23.100000,2.215674,2.252076,2.235805,2.220591
23.200000,2.190045,2.269960,2.281279,2.207738
23.300000,2.176733,2.268878,2.255326,2.219472
23.400000,2.183827,2.257381,2.271182,2.250911
23.500000,2.182459,2.227528,2.265540,2.197937
23.600000,2.220236,2.231157,2.281418,2.216777
23.700000,2.199411,2.259319,2.250088,2.231594
23.800000,2.210366,2.262157,2.234310,2.203972
23.900000,2.207317,2.250903,2.257599,2.178720
24.000000,2.234861,2.254122,2.266142,2.226524
24.100000,2.201499,2.256486,2.250912,2.218170
24.200000,2.205846,2.274362,2.273126,2.179258
24.300000,2.210415,2.225235,2.253583,2.194321
24.400000,2.212498,2.208937,2.228733,2.171041
24.500000,2.218098,2.255969,2.257214,2.181309
24.600000,2.160982,2.205510,2.257850,2.164967
24.700000,2.143773,2.223676,2.252330,2.190400
24.800000,2.127615,2.218836,2.234389,2.190940
24.900000,2.159507,2.231364,3.590908,2.144706
25.000000,2.160999,2.222165,2.224363,2.193504
25.100000,2.208328,2.259616,3.598504,2.147805
25.200000,2.163813,2.258503,3.361188,2.199086
25.300000,2.184387,2.220992,3.335074,2.225535
25.400000,2.136414,2.240924,3.364191,2.195168
25.500000,2.136961,2.225714,3.444767,2.196880
25.600000,2.117461,3.486262,3.473991,2.209710
25.700000,2.129622,3.448013,3.468861,2.209117
25.800000,2.126445,3.387174,3.371992,2.233993
25.900000,2.165095,2.250755,3.382871,2.197057
26.000000,2.154499,2.243367,3.421395,2.195822
26.100000,2.142302,2.275505,3.448843,2.182209
26.200000,2.174871,2.251593,2.249321,2.162225
26.300000,2.188759,2.260559,2.212520,2.179402
26.400000,2.122820,2.260673,3.569641,2.200407
26.500000,2.134058,2.237327,3.526343,2.212370
26.600000,2.133198,2.257568,3.483690,2.160907
26.700000,2.133823,2.279536,3.503947,2.194732
26.800000,2.110409,2.256052,3.478993,2.199559
26.900000,2.128631,2.236264,3.577962,2.234084
27.000000,2.133121,2.225330,2.248789,2.206858
27.100000,2.156220,2.248233,3.632909,2.205355
27.200000,2.125651,2.254482,3.583066,2.206664
27.300000,2.116303,2.235049,3.640394,2.225622
27.400000,2.132870,2.250039,3.610605,2.243659
27.500000,2.099299,2.244631,2.236081,2.228184
27.600000,2.133016,2.269425,3.641155,2.255602
27.700000,2.110906,2.270676,2.211069,2.250766
27.800000,2.144290,2.269943,2.210044,2.259516
27.900000,2.152821,2.270020,3.832070,2.266866
28.000000,2.134068,2.231626,2.235657,2.219737
28.100000,2.129447,2.259331,2.201252,2.224102
28.200000,2.152841,2.267453,3.869089,2.168653
28.300000,2.152117,2.255343,2.192629,2.200140
28.400000,2.118598,2.279800,2.183430,2.233016
28.500000,2.126123,2.260233,2.197646,2.275280
28.600000,2.136225,2.244176,2.200377,2.267375
28.700000,2.137564,2.254121,2.217263,2.213682
28.800000,2.175715,2.250535,2.219012,2.198441
28.900000,2.175618,2.251974,2.276024,2.215449
29.000000,2.198802,2.249705,2.248893,2.191130
29.100000,2.157694,2.225962,2.239205,2.161036
29.200000,2.166511,2.234789,2.206122,2.171535
29.300000,2.181095,2.209074,2.222106,2.210369
29.400000,2.147303,2.245404,2.207824,2.188932
29.500000,2.164382,2.242851,2.176712,2.207374
29.600000,2.174005,2.212686,2.185486,2.239302
29.700000,2.169174,2.248995,2.204525,2.246631
29.800000,2.182742,2.210767,2.224379,2.223942
29.900000,2.193133,2.235630,2.240451,2.196902
30.000000,2.160916,2.253475,2.209931,2.219154
30.100000,2.184195,2.236206,2.221391,2.250436
30.200000,2.189319,2.220350,2.224967,2.243345
30.300000,2.222372,2.253566,2.224070,2.207484
30.400000,2.223689,2.230745,2.241525,2.186671
30.500000,2.211378,2.240534,2.230884,2.233153
30.600000,2.213408,2.223791,2.263920,2.227681
30.700000,2.238551,2.236078,2.227831,2.226775
30.800000,2.191961,2.221641,2.236595,2.239720
30.900000,2.219088,2.200325,2.258205,2.228240
31.000000,2.241626,2.243220,2.227407,2.227483
31.100000,2.241584,2.238290,2.223529,2.232635
31.200000,2.205882,2.235245,2.248991,2.243574
31.300000,2.223130,2.218362,2.247248,2.264535
31.400000,2.208610,2.231408,2.222912,2.257010
31.500000,2.236536,2.220976,2.231808,2.235436
31.600000,2.223189,2.255706,2.246854,2.241302
31.700000,2.206822,2.231002,2.233694,2.246798
31.800000,2.167125,2.201211,2.254942,2.176227
31.900000,2.158645,2.232059,2.204720,2.226412
32.000000,2.171077,2.203681,2.188769,2.218967
32.100000,2.194365,2.162915,2.184430,2.260496
32.200000,2.262037,2.177993,2.208055,2.250210
32.300000,2.270645,2.180346,2.226325,2.211935
32.400000,2.265749,2.198085,2.194081,2.240891
32.500000,2.302077,2.218317,2.190851,2.274254
32.600000,2.304711,2.244982,2.202731,2.242456
32.700000,2.297579,2.217937,2.206061,2.237813
32.800000,2.304942,2.242602,2.217426,2.234364
32.900000,2.300060,2.207758,2.215949,2.220299
33.000000,2.306332,2.227202,2.228736,2.225099
33.100000,2.285944,2.228053,2.231046,2.262639
33.200000,2.334171,2.241530,2.209651,2.228602
33.300000,2.331204,2.240353,2.224569,2.206762
33.400000,2.292373,2.211165,2.240433,2.234476
33.500000,2.254947,2.239096,2.251227,2.259007
33.600000,2.315897,2.252913,2.262355,2.226516
33.700000,2.309404,2.249316,2.245127,2.242912
33.800000,2.301764,2.254124,2.272506,2.262293
33.900000,2.301558,2.237056,2.273450,2.216854
34.000000,2.307400,2.271379,2.270479,2.189742
34.100000,2.300522,2.234523,2.277838,2.217967
34.200000,2.302308,2.229416,2.293316,2.229423
34.300000,2.266584,2.216023,2.266703,2.229190
34.400000,2.292112,2.247511,2.263417,2.209012
34.500000,2.215712,2.216529,2.243542,2.219207
34.600000,2.234643,2.195436,2.237845,2.245014
34.700000,2.207242,2.223492,2.251737,2.216740
34.800000,2.222473,2.244687,2.210124,2.213271
34.900000,2.216449,2.224617,2.221794,2.169487
35.000000,2.218700,2.217661,2.241520,2.179607
35.100000,2.178428,2.226125,2.241645,2.210129
35.200000,2.204194,2.233909,2.229656,2.204802
35.300000,2.140354,2.216711,2.195112,2.193617
35.400000,2.168630,2.200912,2.229432,2.200730
35.500000,2.140136,2.218233,2.215256,2.191392
35.600000,2.164478,2.196667,2.209895,2.204485
35.700000,2.187779,2.206035,2.233067,2.208449
35.800000,2.207593,2.203674,2.241372,2.221382
35.900000,2.159241,2.245406,2.265410,2.247347
36.000000,2.196711,2.182505,2.263337,2.260837
36.100000,2.169279,2.217252,2.234383,2.200818
36.200000,2.187057,2.214337,2.273602,2.217085
36.300000,2.122984,2.222414,2.292717,2.193707
36.400000,2.188043,2.193744,2.295990,2.228313
36.500000,2.201927,2.195267,2.278235,2.209322
36.600000,2.172832,2.203683,2.261121,2.218288
36.700000,2.199943,2.223845,2.253187,2.245196
36.800000,2.215803,2.215032,2.240735,2.227758
36.900000,2.218968,2.195126,2.178621,2.224255
37.000000,2.174749,2.219091,2.185012,2.182993
37.100000,2.140687,2.197477,2.193876,2.179781
37.200000,2.127935,2.201216,2.158312,2.193912
37.300000,2.104011,2.185009,2.173637,2.213634
37.400000,2.125889,2.219550,2.200400,2.227264
37.500000,2.104085,2.207472,2.188833,2.194039
37.600000,2.138107,2.191888,2.181856,2.207330
37.700000,3.591266,2.191292,2.191054,2.210341
37.800000,2.145883,2.204046,2.216805,2.241317
37.900000,2.134214,2.214389,3.492415,2.207529
38.000000,2.191424,2.196093,2.148161,2.218341
38.100000,2.190552,2.212544,3.508808,2.193521
38.200000,2.205289,2.185061,3.440926,2.207023
38.300000,2.156733,2.182709,3.420868,2.222321
38.400000,2.161537,2.215684,3.406886,2.201005
38.500000,2.142614,2.194089,3.403088,2.185826
38.600000,2.105129,2.243188,3.378448,2.190749
38.700000,2.134776,2.209860,2.209307,2.208411
38.800000,2.231191,2.205264,3.344750,2.191633
38.900000,2.210828,2.236042,2.197636,2.221245
39.000000,2.155985,2.224355,3.367270,2.200488
39.100000,3.555417,2.213414,2.194718,2.199808
39.200000,2.133413,2.234421,2.190789,2.197466
39.300000,2.141503,2.208786,2.182551,2.222806
39.400000,2.124043,2.229080,2.173289,2.166350
39.500000,2.091113,2.199799,3.436268,2.206677
39.600000,2.149605,2.212115,3.453819,2.195625
39.700000,2.126615,2.203322,3.470632,2.183161
39.800000,2.149347,2.234778,2.160768,2.196919
39.900000,2.116303,2.200232,2.134001,2.223602
40.000000,2.102346,2.170061,2.141879,2.205611
40.100000,2.119946,2.218527,3.418193,2.204336
40.200000,2.127656,2.203525,2.148955,2.172975
40.300000,2.115957,2.209528,3.416510,2.208115
40.400000,2.137472,2.217238,3.507161,2.222460
40.500000,2.141364,2.191239,3.409665,2.204456
40.600000,2.135963,2.203290,3.414953,2.225982
40.700000,2.167777,2.207167,3.530255,2.211820
40.800000,2.156757,2.217015,3.492333,2.222070
40.900000,2.133354,2.200830,3.452623,2.212564
41.000000,2.085083,2.191929,2.134742,2.192997
41.100000,2.116748,2.213722,2.174770,2.208614
41.200000,2.116061,2.170682,3.488554,2.252445
41.300000,2.103042,2.166349,2.191899,2.200475
41.400000,2.119436,2.200668,3.517705,2.222638
41.500000,2.150412,2.213450,3.557562,2.185995
41.600000,2.177616,2.172236,2.179668,2.215513
41.700000,2.111007,2.185277,2.159938,2.222107
41.800000,2.083064,2.193714,2.161124,2.191886
41.900000,2.098542,2.197909,2.165996,2.211314
42.000000,2.131537,2.200778,2.145752,2.226043
42.100000,2.097752,2.211594,2.136519,2.223734
42.200000,2.107510,2.211254,2.166391,2.225626
42.300000,3.829106,2.226061,2.157975,2.252789
42.400000,2.119214,2.224486,2.154282,2.217313
42.500000,2.120831,2.196505,2.132366,2.234066
42.600000,2.120932,2.199158,2.149526,2.231556
42.700000,2.116751,2.207460,2.186753,2.226720
42.800000,2.123904,2.183911,2.169144,2.229100
42.900000,2.126385,2.199634,2.184520,2.272281
43.000000,2.122155,2.202351,2.208347,2.239247
43.100000,2.157736,2.196887,2.182671,2.217321
43.200000,2.156131,2.203864,2.178689,2.259769
43.300000,2.118590,2.195170,2.153679,2.224461
43.400000,2.079765,2.220892,2.161542,2.201392
43.500000,2.094927,2.208946,2.156073,2.206753
43.600000,2.085716,2.201197,2.155782,2.209504
43.700000,2.086277,2.194394,2.144929,2.248548
43.800000,2.077107,2.213665,2.164515,2.207121
43.900000,2.108183,2.199703,2.142740,2.219279
44.000000,2.143098,2.201081,2.153282,2.228763
44.100000,2.155526,2.205442,2.167392,2.229564
44.200000,2.089697,2.200655,2.153095,2.240118
44.300000,2.110280,2.196089,2.138457,2.244937
44.400000,2.142949,2.198342,2.155118,2.233356
44.500000,2.171324,2.201917,2.139107,2.235079
44.600000,2.168076,2.216431,2.130482,2.252712
44.700000,2.200810,2.206594,2.128952,2.203751
44.800000,2.156312,2.212327,2.115097,2.213701
44.900000,2.141051,2.225671,2.116556,2.219557
45.000000,2.140271,2.241436,2.126063,2.243736
45.100000,2.161708,2.237936,2.140420,2.242431
45.200000,2.165985,2.200943,2.124717,2.233390
45.300000,2.176913,2.195543,2.129498,2.242332
45.400000,2.136996,2.206463,2.141044,2.263181
45.500000,2.182834,2.219254,2.134101,2.233083
45.600000,2.168353,2.228845,2.144390,2.245602
45.700000,2.160074,2.206895,2.138815,2.210227
45.800000,2.118109,2.180732,2.116394,2.237926
45.900000,2.160182,2.198714,2.116860,2.220579
46.000000,2.116817,2.220403,2.139844,2.229339
46.100000,2.128568,2.204833,2.124070,2.201899
46.200000,2.168811,2.203871,2.150323,2.253798
46.300000,2.153480,2.223124,2.120037,2.247754
46.400000,2.155940,2.209531,2.119640,2.271619
46.500000,2.187839,2.198982,2.120097,2.296499
46.600000,2.162123,2.208189,2.129231,2.233457
46.700000,2.148701,2.189571,2.143378,2.219468
46.800000,2.167462,2.198932,2.143988,2.249744
46.900000,2.117605,2.217444,2.140972,2.218324
47.000000,2.120768,2.133935,2.120690,2.251385
47.100000,2.125371,2.111131,2.127825,2.249065
47.200000,2.119257,2.145721,2.148643,2.260329
47.300000,2.126639,2.184085,2.140687,2.236111
47.400000,2.182498,2.182436,2.133252,2.206187
47.500000,2.175611,2.177945,2.125022,2.250388
47.600000,2.195110,2.182200,2.129941,2.183817
47.700000,2.130206,2.162342,2.149679,2.230725
47.800000,2.175941,2.178919,2.120662,2.238223
47.900000,2.145495,2.199037,2.139921,2.237219
48.000000,2.158560,2.156739,2.145520,2.254251
48.100000,2.153359,2.133289,2.154365,2.200430
48.200000,2.129373,2.138902,2.138113,2.222950
48.300000,2.122457,2.157676,2.125492,2.208325
48.400000,2.094985,2.150644,2.156542,2.258222
48.500000,2.119072,2.149211,2.128330,2.245257
48.600000,2.090694,2.165009,2.183620,2.235544
48.700000,2.085275,2.180466,2.141141,2.207963
48.800000,2.069293,2.185057,2.172165,2.245021
48.900000,2.116368,2.136515,2.149122,2.205478
49.000000,2.130769,2.168401,2.163442,2.225029
49.100000,2.125101,2.146366,2.145072,2.245124
49.200000,2.175790,2.176333,2.151466,2.203211
49.300000,2.123584,2.182615,2.149235,2.214746
49.400000,2.146050,2.150825,3.944901,2.188045
49.500000,2.123406,2.147881,2.170543,2.201889
49.600000,2.152105,2.156980,2.155680,2.254880
49.700000,2.123627,2.166669,2.164864,2.251590
49.800000,2.161884,2.174884,2.177016,2.235491
49.900000,2.167609,2.166454,2.189972,2.238169
50.000000,2.199620,2.190788,2.165812,2.244657
50.100000,2.154978,2.182226,2.156733,2.246809
50.200000,2.127367,2.175826,2.137924,2.278569
50.300000,2.114011,2.150602,2.157390,2.267615
50.400000,2.139122,2.169988,2.150322,2.238836
50.500000,2.137899,2.163379,2.166929,2.286722
50.600000,2.145550,2.191557,2.186656,2.272193
50.700000,2.149550,2.212151,2.166811,2.221336
50.800000,2.150559,2.184456,2.163593,2.228806
50.900000,2.160726,2.180089,2.146365,2.247536
51.000000,2.208913,2.203893,2.158458,2.228808
51.100000,2.200656,2.196688,2.152475,2.232625
51.200000,2.224400,2.202746,2.150750,2.244032
51.300000,2.211930,2.212056,2.167061,2.215528
51.400000,2.210881,2.206964,2.137447,2.175026
51.500000,2.167463,2.169641,2.160508,2.189271
51.600000,2.172340,2.179699,3.849974,2.132826
51.700000,2.204031,2.197970,3.917942,2.173294
51.800000,2.226881,2.184111,3.987930,2.198509
51.900000,2.185280,2.187019,3.950100,2.195962
52.000000,2.218405,2.183405,2.170244,2.225197
52.100000,2.228582,2.188585,3.859663,2.233090
52.200000,2.242908,2.206949,3.839034,2.224067
52.300000,2.229650,2.198590,3.929480,2.187947
52.400000,2.213715,2.154803,3.957911,2.232658
52.500000,2.243726,2.143366,4.027462,2.266899
52.600000,2.160926,2.149422,3.992462,2.234340
52.700000,2.141882,2.146229,4.036810,2.233845
52.800000,2.142454,2.121734,2.184601,2.264495
52.900000,2.140423,2.189681,4.066763,2.234517
53.000000,2.198130,2.166969,2.156828,2.255292
53.100000,2.210772,2.181914,2.144214,2.268692
53.200000,2.181488,2.178825,2.170312,2.215882
53.300000,2.146178,2.194037,2.162392,2.264180
53.400000,2.168250,2.185211,2.147523,2.248925
53.500000,2.128245,2.181688,3.953347,2.212699
53.600000,2.130010,2.199780,3.889310,2.198570
53.700000,2.139855,2.196085,3.835743,2.219616
53.800000,2.164819,2.170230,3.777163,2.215534
53.900000,2.207588,2.188338,3.649185,2.235932
54.000000,2.206962,2.143193,3.711302,2.276704
54.100000,2.175148,2.201468,3.708861,2.242114
54.200000,2.162552,2.177704,3.747730,2.238822
54.300000,2.146477,2.166435,3.709830,2.224741
54.400000,2.159934,2.193250,3.776985,2.214799
54.500000,2.143307,2.204031,3.785868,2.227055
54.600000,2.154593,2.168509,3.689379,2.244962
54.700000,2.142648,2.188608,3.714985,2.256819
54.800000,2.149145,2.192126,3.765250,2.240764
54.900000,2.221084,2.171556,3.697729,2.243893
55.000000,2.188787,2.193885,3.650666,2.246949
55.100000,2.203200,2.189154,3.574620,2.219067
55.200000,2.155260,2.171973,3.529538,2.231344
55.300000,2.211294,2.178988,3.512946,2.213308
55.400000,2.180422,2.188156,3.487581,2.239943
55.500000,2.226747,2.170658,3.546306,2.247298
55.600000,2.249884,2.181888,3.548723,2.245733
