Time_ns,WT,D111A,T110A_D111A,T60A_S63A
14.30000000,0.00456917,0.07861873,-0.01420918,0.29543653
14.40000000,0.02187763,0.10566093,-0.01033003,0.27265789
14.50000000,-0.00818036,0.10733003,0.00156066,0.29011818
14.60000000,-0.01685770,0.07964020,-0.03491262,0.29481115
14.70000000,-0.00575611,0.09816300,0.02748952,0.29279974
14.80000000,-0.02981210,0.07904295,-0.01904471,0.27186453
14.90000000,-0.03566216,0.07125025,0.01412643,0.25297715
15.00000000,-0.01994346,0.07123748,0.00333699,0.26705308
15.10000000,-0.02293807,0.09068274,0.00018003,0.26543462
15.20000000,-0.00392524,0.05918570,0.00985977,0.25907686
15.30000000,-0.03676482,0.08955350,-0.00207222,0.26555335
15.40000000,-0.02494756,0.08093229,0.00505715,0.27048442
15.50000000,-0.02398913,0.07191974,0.00782018,0.26638487
15.60000000,-0.01647081,0.08366275,-0.00068929,0.28317999
15.70000000,-0.02958000,0.08753242,0.00720090,0.27485425
15.80000000,-0.04782475,0.10759714,0.00980488,0.25007480
15.90000000,-0.03800352,0.10250814,0.00106736,0.27436853
16.00000000,-0.03126715,0.08294759,-0.01095214,0.26916133
16.10000000,-0.01884215,0.06952235,0.00992582,0.27268714
16.20000000,-0.02350761,0.04642610,0.01809973,0.27175015
16.30000000,-0.01865211,0.05192743,0.00888776,0.27208938
16.40000000,-0.02042291,0.08996267,0.00513963,0.29054827
16.50000000,-0.03095560,0.06971688,-0.00478286,0.28374653
16.60000000,-0.01439577,0.06294583,0.01433480,0.30434238
16.70000000,-0.01034217,0.06607655,-0.00862848,0.29195941
16.80000000,-0.00029819,0.09964593,0.02288838,0.27492466
16.90000000,-0.02605417,0.10567960,-0.00822701,0.26218194
17.00000000,-0.01472107,0.09128275,0.01418860,0.26164612
17.10000000,-0.02118743,0.10403289,0.01001902,0.26442652
17.20000000,-0.02186215,0.09894354,0.03479414,0.27308059
17.30000000,-0.01484289,0.10854896,0.00323869,0.28318063
17.40000000,-0.02079309,0.08889552,0.03478465,0.28772574
17.50000000,-0.00487541,0.11136899,0.03024654,0.27659246
17.60000000,-0.01792883,0.07576698,0.04323483,0.26815177
17.70000000,-0.00455018,0.11537861,0.03108541,0.27337785
17.80000000,-0.00723638,0.13080725,0.01100649,0.26101338
17.90000000,0.00391814,0.08417634,0.02900273,0.26538913
18.00000000,-0.00730240,0.09390790,0.01265659,0.24177535
18.10000000,-0.01982728,0.08182743,0.01770750,0.26262960
18.20000000,-0.01674201,0.08820696,0.02378439,0.25138939
18.30000000,-0.02044200,0.09621938,0.02317251,0.25562988
18.40000000,-0.01657192,0.08219848,0.03108394,0.25498311
18.50000000,-0.00233977,0.11878242,0.05201492,0.26297470
18.60000000,0.01335209,0.10030859,0.03315554,0.26719819
18.70000000,-0.01809615,0.10373619,0.04280871,0.24376417
18.80000000,0.01462888,0.11921802,0.06393322,0.24658270
18.90000000,-0.00507559,0.10264701,0.01700663,0.24020723
19.00000000,-0.00625331,0.09221133,0.02788727,0.24167481
19.10000000,0.01477878,0.08501343,0.03412322,0.23051742
19.20000000,-0.00366987,0.10516947,0.02654428,0.22697029
19.30000000,0.01684114,0.11503415,0.00995952,0.22504841
19.40000000,-0.00114603,0.09784001,0.01914608,0.22242664
19.50000000,0.00345911,0.09914734,0.01494194,0.23511912
19.60000000,0.02978991,0.08873911,0.02505381,0.23125436
19.70000000,0.01335537,0.10644705,0.03544926,0.23414201
19.80000000,0.02157161,0.09714042,0.03632995,0.23470783
19.90000000,0.00129862,0.10146388,0.02234862,0.23546562
